Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Object ID
btsR	b2125	2212243	2212962	Phosphorylated DNA-binding transcriptional dual regulator BtsR // DNA-binding transcriptional dual regulator BtsR	EG12006
micL	b4717	1958441	1958747	small regulatory RNA MicL-S	G0-16601
ygaV	b2667	2797211	2797510	putative DNA-binding transcriptional regulator YgaV	G7397
comR	b1111	1168200	1168832	DNA-binding transcriptional repressor ComR	G6569
glmM	b3176	3322733	3324070	phosphoglucosamine mutase	EG11553
insJK		3720680	3722049	IS150 protein InsAB	G0-10624
ssrS	b2911	3055983	3056165	6S RNA	EG30099
insA4	b4516	1049833	1050108	IS1 protein InsA	G0-10430
maoP	b3764	3948086	3948424	macrodomain Ori protein	EG11450
ybcI	b0527	556032	556553	PF04307 family inner membrane protein YbcI	EG12708
yfaX	b2248	2361429	2362211	putative DNA-binding transcriptional regulator YfaX	G7161
insA7	b4294	4518527	4518802	KpLE2 phage-like element; IS1 repressor protein InsA	G7908
abrB	b0715	746723	747769	putative regulator	G6384
yiaW	b3587	3754105	3754428	DUF3302 domain-containing protein YiaW	EG12291
puuR	b1299	1361911	1362468	DNA-binding transcriptional repressor PuuR	EG12431
insD4	b2860	2996372	2997277	IS2 insertion element protein InsB	G7480
sspA	b3229	3376782	3377420	stringent starvation protein A	EG10977
yeiR	b2173	2267829	2268815	zinc-binding GTPase YeiR	EG12104
caiB	b0038	37898	39115	&gamma;-butyrobetainyl-CoA:carnitine CoA transferase	EG11559
glcF	b4467	3124236	3125459	glycolate dehydrogenase, putative iron-sulfur subunit	G0-8601
insH4	b1331	1396112	1397092	IS<i>5</i> transposase and trans-activator	G6667
yjbQ	b4056	4270238	4270654	PF01894 family protein YjbQ	EG11935
fixX	b0044	45463	45750	putative ferredoxin FixX	EG11565
fixC	b0043	44180	45466	putative oxidoreductase FixC	EG11564
insF1	b0299	315587	316453	IS3 element protein InsF	G6169
pqqL	b1494	1572407	1575202	periplasmic metalloprotease	EG11744
caiD	b0036	35377	36162	crotonobetainyl-CoA hydratase	EG11557
insCD5		3186187	3187415	IS2 element transposase InsAB'	G0-10545
yfbV	b2295	2412677	2413132	PF04217 family membrane protein YfbV	G7189
tesA	b0494	519139	519765	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	EG11542
fimE	b4313	4542037	4542633	regulator for fimA	EG10312
insCD2		1467921	1469149	IS2 element transposase InsAB'	G0-10542
cspD	b0880	922366	922590	DNA replication inhibitor CspD	EG11111
blc	    b4149	4377189	4377722	outer membrane lipoprotein Blc	G7837
zur	    b4046	4259488	4260003	DNA-binding transcriptional repressor Zur	EG11929
insG	b4278	4502103	4503431	KpLE2 phage-like element; IS<i>4</i> putative transposase	G7900
fimB	b4312	4540957	4541559	Type 1 fimbriae regulatory protein FimB	EG10309
hflD	b1132	1191990	1192631	lysogenization regulator	EG11345
caiA	b0039	39244	40386	crotonobetainyl-CoA reductase	EG11560
caiE	b0035	34781	35371	putative transferase CaiE	EG12608
insF5	b2089	2170532	2171398	IS3 element protein InsF	G7126
yrdA	b3279	3429236	3429790	hexapeptide repeats-containing protein YrdA	G7696
insA5	b1894	1978940	1979215	IS1 protein InsA	G7030
insH3	b0656	687997	688977	IS<i>5</i> transposase and trans-activator	G6360
insB4	b0988	1050027	1050530	IS1 protein InsB	G6509
yhhA	b3448	3586943	3587383	DUF2756 domain-containing protein YhhA	EG11184
insAB5		1978518	1979215	InsAB' transposase	G0-10539
insB3	b0274	290649	291152	IS1 protein InsB	G6145
mpl	    b4233	4455785	4457158	UDP-<i>N</i>-acetylmuramate&mdash;L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminoheptanedioate ligase	EG12440
ygjV	b3090	3241193	3241744	inner membrane protein	G7608
hspQ	b0966	1028404	1028721	heat shock protein HspQ	G6500
argL	b4766	290275	290370	putative translational regulatory protein ArgL	G0-17012
ampD	b0110	118733	119284	1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase	EG10041
yciA	b1253	1311848	1312246	acyl-CoA thioesterase YciA	EG11121
chaB	b1217	1272119	1272349	putative cation transport regulator ChaB	EG12402
insK	b3558	3721198	3722049	IS150 conserved protein InsB	G7777
rcsF	b0196	219591	219995	sensor lipoprotein RcsF	EG11502
ybgA	b0707	739001	739510	DUF1722 domain-containing protein YbgA	EG11108
cnu	    b1625	1704949	1705164	H-NS- and StpA-binding protein	G6869
insC3	b1997	2069815	2070180	CP4-44 prophage; IS2 insertion element repressor InsA	G7077
purR	b1658	1737844	1738869	DNA-binding transcriptional repressor PurR	EG10800
yqcC	b2792	2923784	2924113	DUF446 domain-containing protein YqcC	G7450
ycgR	b1194	1243793	1244527	flagellar brake protein YcgR	G6623
baxL	b4794	3737177	3737203	putative translational regulatory protein BaxL	G0-17040
murF	b0086	94650	96008	D-alanyl-D-alanine-adding enzyme	EG10622
rodZ	b2516	2641831	2642844	cytoskeleton protein RodZ	EG10015
rseX	b4603	2033649	2033739	small regulatory RNA RseX	G0-10574
insH1	b0259	274101	275081	CP4-6 prophage; IS<i>5</i> transposase and trans-activator	G6134
bipA	b3871	4058407	4060230	50S ribosomal subunit assembly factor BipA	EG11837
yfgH	b2505	2629792	2630310	lipoprotein YfgH	G7316
pdeL	b0315	332371	333459	DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL	EG11236
insAB4		1049833	1050530	InsAB' transposase	G0-10536
dosC	b1490	1565758	1567140	diguanylate cyclase DosC	G6784
yfaZ	b2250	2363733	2364275	putative porin YfaZ	G7163
speFL	b4803	720718	720822	leader peptide SpeFL	G0-17074
insB6	b3445	3583677	3584180	IS1 protein InsB	G7762
yoaL	b4751	1901573	1901731	protein YoaL	G0-16745
yoaH	b1811	1894552	1894731	UFP0181 family protein YoaH	G6995
pdeH	b3525	3678420	3679187	cyclic di-GMP phosphodiesterase PdeH	EG12252
thrL	b0001	190	255	<i>thr</i> operon leader peptide	EG11277
ldcA	b1192	1242166	1243080	murein tetrapeptide carboxypeptidase	G6621
ydhR	b1667	1746700	1747005	putative monooxygenase YdhR	G6895
lsrF	b1517	1606100	1606975	3-hydroxy-2,4-pentadione 5-phosphate thiolase	G6804
insH2	b0552	574737	575717	DLP12 prophage; IS<i>5</i> transposase and trans-activator	G6308
yjdM	b4108	4326399	4326734	zinc ribbon domain-containing protein YjdM	EG10711
mnaT	b1448	1518328	1518846	L-amino acid N-acyltransferase	G6759
gcvP	b2903	3046168	3049041	glycine decarboxylase	EG11810
aceB	b4014	4215478	4217079	malate synthase A	EG10023
insA1	b0022	20233	20508	IS1 protein InsA	G6086
ycfP	b1108	1165143	1165685	PF05728 family protein YcfP	G6568
folD	b0529	556875	557741	bifunctional methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase	EG10328
lpd	    b0116	127912	129336	lipoamide dehydrogenase	EG10543
insEF3		566842	568004	IS3 element transposase	G0-10530
ybjT	b0869	906852	908282	putative NAD(P)-binding protein YbjT	G6454
bepA	b2494	2616094	2617557	&beta;-barrel assembly-enhancing protease	G7311
insD5	b3045	3186510	3187415	IS2 insertion element protein InsB	G7584
safA	b1500	1583762	1583959	two-component system connector SafA	G6790
ybdM	b0601	634747	635376	ParB-like nuclease domain-containing protein YbdM	G6330
ygfZ	b2898	3041313	3042293	folate-binding protein YgfZ	G7511
insC2	b1403	1468784	1469149	IS2 insertion element repressor InsA	G6724
yeaK	b1787	1873574	1874077	mischarged aminoacyl-tRNA deacylase	G6973
yahG	b0321	338325	339743	DUF1116 domain-containing protein YahG	G6186
tmaR	b2007	2079032	2079361	PTS system regulator TmaR	G7087
metF	b3941	4132616	4133506	5,10-methylenetetrahydrofolate reductase	EG10585
insE2	b0373	392602	392901	IS3 element protein InsE	G6224
fimR2	b4838	4543674	4543708	small regulatory RNA FimR2	G0-17115
gcvT	b2905	3049573	3050667	aminomethyltransferase	EG11442
gcvH	b2904	3049160	3049549	lipoyl-GcvH-protein // glycine cleavage system H protein	EG10371
insH21	b4711	1299567	1300547	IS<i>5</i> transposase and trans-activator	G0-16639
yrfJ	b4820	3490132	3490185	protein YrfJ	G0-17095
purU	b1232	1287782	1288624	formyltetrahydrofolate deformylase	EG11819
folA	b0048	49823	50302	dihydrofolate reductase	EG10326
insEF1		    315291	316453	IS3 element transposase	G0-10525
naRNA3		    4326105	4326181	naRNA3	G0-16696
pta	    b2297	2414747	2416891	phosphate acetyltransferase	EG20173
ackA	b2296	2413470	2414672	acetate kinase	EG10027
insC4	b2861	2997235	2997600	IS2 insertion element repressor InsA	G7481
mntS	b4705	852869	852997	small protein MntS	G0-10715
thyA	b2827	2964361	2965155	thymidylate synthase	EG11002
insH11	b3505	3652182	3653162	IS<i>5</i> transposase and trans-activator	G7769
insH5	b1370	1427746	1428726	Rac prophage; IS<i>5</i> transposase and trans-activator	G6693
lptM	b4558	3994522	3994725	LptD oxidative maturation-associated lipoprotein	G0-10471
sroA	b4762	75516	75608	small RNA SroA	G0-9381
insC1	b0360	381351	381716	IS2 element protein InsA	G6212
ryjB	b4624	4527977	4528066	small RNA RyjB	G0-10609
yacL	b0119	134388	134750	PF06062 family protein YacL	EG12605
rybA	b4416	852725	853064	small RNA RybA	G0-8881
insCD6		    4498272	4499500	IS2 element transposase InsAB'	G0-10546
thpR	b0147	161501	162031	RNA 2',3'-cyclic phosphodiesterase	EG12330
yiaF	b3554	3718334	3719044	DUF3053 domain-containing protein YiaF	EG12273
rydB	b4430	1764713	1764780	small regulatory RNA RydB	G0-8876
insCD3		    2068952	2070180	IS2 element transposase InsAB'	G0-10543
arcZ	b4450	3350577	3350697	small regulatory RNA ArcZ	G0-8871
yejG	b2181	2277893	2278237	protein YejG	EG12042
sroH	b4691	4190327	4190487	small RNA SroH	G0-9388
insO	b4623			KpLE2 phage-like element; IS911B regulator fragment	G7904
sraB	b4418	1146589	1146757	small RNA SraB	G0-8862
yjaG	b3999	4199504	4200094	DUF416 domain-containing protein YjaG	EG11916
chiX	b4585	507204	507287	small regulatory RNA ChiX	G0-9382
insH8	b2192	2289065	2290045	IS<i>5</i> transposase and trans-activator	G7150
sokX	b4701	2887353	2887411	small RNA SokX	G0-10695
yieE	b3712	3893881	3894630	putative phosphopantetheinyl transferase	EG11722
sdsR	b4433	1923104	1923207	small regulatory RNA SdsR	G0-8883
insF4	b1026	1094275	1095141	IS3 element protein InsF	G6533
ybcJ	b0528	556661	556873	putative RNA-binding protein YbcJ	EG12879
yjiX	b4353	4588876	4589079	PF04328 family protein YjiX	G7941
ryfA	b4440	2653855	2654158	small regulatory RNA RyfA	G0-8879
insA3	b0275	291071	291346	IS1 protein InsA	G6146
rhlE	b0797	830872	832236	ATP-dependent RNA helicase RhlE	EG11235
ybfD	b0706	738092	738853	H repeat-associated putative transposase YbfD	EG11524
csrC	b4457	4051036	4051281	small regulatory RNA CsrC	G0-8874
insAB6		    3583483	3584180	InsAB' transposase	G0-10540
ryeA	b4432	1923066	1923337	small antisense RNA RyeA	G0-8865
yjdI	b4126	4351843	4352073	PF06902 family protein YjdI	G7828
sroC	b4763	686681	686843	small regulatory RNA SroC	G0-9383
insC6	b4272	4498272	4498637	KpLE2 phage-like element; IS2 insertion element repressor InsA	G7894
eyeA	b4690	272580	272654	CP4-6 prophage; small RNA EyeA	G0-10696
lolB	b1209	1262877	1263500	outer membrane lipoprotein LolB	EG11293
isrC	b4435	2071317	2071511	CP4-44 prophage; small RNA IsrC	G0-8905
insH7	b2030	2101895	2102875	IS<i>5</i> transposase and trans-activator	G7092
ryfD	b4609	2734153	2734295	small regulatory RNA RyfD	G0-10600
yhcO	b3239	3385857	3386129	putative barnase inhibitor	G7684
rybB	b4417	887979	888057	small regulatory RNA RybB	G0-8880
insB2	b0264	279178	279681	IS1 protein InsB	G6138
stpA	b2669	2798091	2798495	DNA-binding transcriptional repressor StpA with RNA chaperone activity	EG11554
yhaB	b3120	3267854	3268393	protein YhaB	EG11173
ryjA	b4459	4277926	4278066	small RNA RyjA	G0-8875
insAB2		    279178	279875	InsAB' transposase	G0-10537
sraG	b4449	3311183	3311398	small regulatory RNA SraG	G0-8870
ygiQ	b4469	3158927	3161146	radical SAM superfamily protein YgiQ	G7568
sroE	b4761	2640595	2640686	small RNA SroE	G0-9385
nfsB	b0578	604771	605424	NAD(P)H-dependent nitroreductase NfsB	EG50005
sraA		    458728	458784	small RNA SraA	G0-8861
mraZ	b0081	89634	90092	DNA-binding transcriptional repressor MraZ	EG11084
kptA	b4331	4560930	4561484	RNA 2'-phosphotransferase	G7928
scpB	b2919	3063993	3064778	methylmalonyl-CoA decarboxylase	G7516
insH6	b1994	2066305	2067285	CP4-44 prophage; IS<i>5</i> transposase and trans-activator	G7074
ygcQ	b2769	2894919	2895779	putative flavoprotein	G7435
scpA	b2917	3060850	3062994	methylmalonyl-CoA mutase	EG11444
sgbH	b3581	3748577	3749239	3-keto-L-gulonate-6-phosphate decarboxylase SgbH	EG12285
rayT	b0228	247637	248134	REP-associated tyrosine transposase	G6112
eutN	b2456	2571763	2572050	putative ethanolamine catabolic microcompartment shell protein EutN	G7286
yfdE	b2371	2488023	2489168	acetyl-CoA:oxalate CoA-transferase	G7234
insI2	b1404	1469358	1470509	IS30 transposase	G6725
insEF4		    1094275	1095437	IS3 element transposase	G0-10531
yegL	b2073	2152469	2153128	IPR002035 domain-containing protein YegL	G7112
rdgB	b2954	3096681	3097274	dITP/XTP pyrophosphatase	G7530
insH10	b3218	3365702	3366682	IS<i>5</i> transposase and trans-activator	G7672
rcbA	b1347	1413531	1413740	Rac prophage; double-strand break reduction protein	EG11901
yeaW	b1802	1884665	1885789	carnitine monooxygenase subunit YeaW	G6988
mukE	b0923	975622	976326	chromosome partitioning protein MukE	EG11252
tam	    b1519	1607346	1608104	<i>trans</i>-aconitate 2-methyltransferase	G6806
rtcB	b3421	3556853	3558079	RNA-splicing ligase	G7751
ydhJ	b1644	1721264	1722121	putative membrane fusion protein YdhJ	G6884
mukF	b0922	974319	975641	chromosome partitioning protein MukF	EG12165
insE3	b0540	566842	567141	DLP12 prophage; IS3 element protein InsE	G6296
ligB	b3647	3819488	3821170	DNA ligase B	EG11334
ynbB	b1409	1478226	1479122	putative CDP-diglyceride synthase	G6728
symE	b4347	4579499	4579840	nucleoid-associated protein SymE	G7940
insL1	b0016	15445	16557	IS186/IS421 transposase	G6083
nudG	b1759	1841490	1841897	5-hydroxy-CTP diphosphatase	G6954
ycdZ	b1036	1100296	1100787	inner membrane protein YcdZ	G6542
dinG	b0799	833070	835220	ATP-dependent DNA helicase DinG	EG11357
insEF5		    2170236	2171398	IS3 element transposase	G0-10528
helD	b0962	1024471	1026525	DNA helicase IV	EG10426
pdeI	b0833	872979	875327	putative cyclic di-GMP phosphodiesterase PdeI	G6433
pgm	    b0688	713558	715198	phosphoglucomutase	EG12144
ulaF	b4198	4423700	4424386	L-ribulose-5-phosphate 4-epimerase UlaF	G7860
insH9	b2982	3130214	3131194	IS<i>5</i> transposase and trans-activator	G7548
sfmD	b0532	559697	562300	putative fimbrial usher protein SfmD	G6292
ygbL	b2738	2863593	2864231	putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL	G7419
scpC	b2920	3064802	3066280	propionyl-CoA:succinate CoA transferase	G7517
pinR	b1374	1433084	1433674	Rac prophage; putative site-specific recombinase	G6697
yafY	b0251	266110	266553	CP4-6 prophage; inner membrane lipoprotein YafY	G6126
can	    b0126	142008	142670	carbonic anhydrase 2	EG12319
insD1	b0361	381674	382579	IS2 element protein	G6213
bssR	b0836	878248	878631	regulator of biofilm formation	G6436
xylZ	b4834	3729386	3729545	small RNA XylZ	G0-17109
bssS	b1060	1120701	1120955	regulator of biofilm formation	G6557
insB9	b4710	257923	258426	IS1 transposase B	G0-16637
lsrG	b1518	1606999	1607289	(4<i>S</i>)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	G6805
ynhH	b4817	1755496	1755690	protein YnhH	G0-17092
yibF	b3592	3761347	3761955	glutathione transferase-like protein YibF	EG11762
rpnA	b3411	3543167	3544045	recombination-promoting nuclease RpnA	EG11750
nemA	b1650	1726659	1727756	<i>N</i>-ethylmaleimide reductase	G6890
gndA		2100863	2101027	heat shock-induced protein GndA	G0-16693
ycjG	b1325	1388930	1389895	L-Ala-D/L-Glu epimerase	G6661
trxB	b0888	931085	932050	thioredoxin reductase	EG11032
insI3	b4284	4507466	4508617	KpLE2 phage-like element; IS30 transposase	G7905
och5		3067187	3067344	small regulatory RNA Och5	G0-10701
folX	b2303	2421325	2421687	dihydroneopterin triphosphate 2'-epimerase	G7195
yjiM	b4335	4564699	4565850	putative dehydratase subunit	G7932
insL3	b2394	2514331	2515443	putative IS186/IS421 transposase	G7255
ymdF	b4518	1068081	1068254	stress-induced bacterial acidophilic repeat motifs-containing protein YmdF	G0-10443
yihR	b3879	4069475	4070401	putative sulfoquinovose mutarotase YihR	EG11844
citD	b0617	650487	650783	citrate lyase acyl carrier protein	G6343
insE4	b1027	1095138	1095437	IS3 element protein InsE	G6534
ydiE	b1705	1789613	1789804	PF10636 family protein YdiE	EG12391
yqeA	b2874	3011461	3012393	putative amino acid kinase YqeA	G7493
insE1	b0298	315291	315590	IS3 element protein InsE	G6168
fpr	    b3924	4113726	4114472	flavodoxin/ferredoxin-NADP<sup>+</sup> reductase	EG10628
yhjR	b3535	3695997	3696185	PF10945 family protein YhjR	EG12262
kduD	b2842	2982497	2983258	putative 2-keto-3-deoxy-D-gluconate dehydrogenase	EG12361
yjhH	b4298	4524105	4525010	KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase	G7911
insCD4		2996372	2997600	IS2 element transposase InsAB'	G0-10544
yehL	b2119	2204596	2205684	putative AAA+ MoxR family ATPase YehL	EG11998
yghU	b2989	3138727	3139593	disulfide reductase / organic hydroperoxide reductase	G7553
hyi	    b0508	535710	536486	hydroxypyruvate isomerase	G6277
insCD1		    381351	382579	IS2 element transposase InsAB'	G0-10541
yiiG	b3896	4087002	4088057	DUF3829 domain-containing lipoprotein YiiG	EG11860
yicI	b3656	3832219	3834537	&alpha;-D-xyloside xylohydrolase	EG11685
yedL	b1932	2010600	2011079	putative acetyltransferase YedL	G7040
insD6	b4273	4498595	4499500	KpLE2 phage-like element; IS2 insertion element protein InsB	G7895
yidQ	b3688	3867728	3868060	DUF1375 domain-containing putative lipoprotein YidQ	EG11712
pgk	    b2926	3071459	3072622	phosphoglycerate kinase	EG10703
glpX	b3925	4114569	4115579	fructose-1,6-bisphosphatase 2	EG11517
insE5	b2088	2170236	2170535	IS3 element protein InsE	G7125
sgcQ	b4303	4528111	4528917	KpLE2 phage-like element; putative nucleoside triphosphatase	G7915
maeB	b2463	2576098	2578377	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP<sup>+</sup>)	G7293
epd	    b2927	3072672	3073691	D-erythrose-4-phosphate dehydrogenase	EG10368
uup	    b0949	1009964	1011871	ATP-binding protein Uup	G6489
yhcA	b3215	3362112	3362786	putative fimbrial chaperone YhcA	EG11515
gpmA	b0755	786843	787595	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EG11699
eno	    b2779	2906643	2907941	enolase	EG10258
insA2	b0265	279600	279875	IS1 protein InsA	G6139
yhhZ	b3442	3581863	3583041	putative endonuclease YhhZ	G7759
csrA	b2696	2818961	2819146	carbon storage regulator	EG11447
maeA	b1479	1553972	1555669	malate dehydrogenase (oxaloacetate-decarboxylating)	EG10948
insAB3	    	290649	291346	InsAB' transposase	G0-10538
gspB	b3322	3453508	3453927	type II secretion system protein GspB	EG11263
pgi	    b4025	4233758	4235407	glucose-6-phosphate isomerase	EG10702
guaD	b2883	3025766	3027085	guanine deaminase	G7502
insJ	b3557	3720680	3721201	insertion element IS150 protein InsA	G7776
